Uniprot: Q80ZN4, Affymetrix: 1431619_a_at, GeneID: DTNBP1
Uniprot: P51669, Affymetrix: 1445885_at, GeneID: UBE2D2
Uniprot: Q3U9P0, Affymetrix: 1456497_x_at, GeneID: RPS10
Uniprot: P09900, Affymetrix: 1456497_x_at, GeneID: RPS10
Uniprot: Q9DCR5, Affymetrix: 1456497_x_at, GeneID: RPS10
Uniprot: P63325, Affymetrix: 1456497_x_at, GeneID: RPS10
Uniprot: Q3UW83, Affymetrix: 1456497_x_at, GeneID: RPS10
Uniprot: Q5M9K7, Affymetrix: 1456497_x_at, GeneID: RPS10
Uniprot: Q9EQC6, Affymetrix: 1449850_at, GeneID: SCUBE1
Uniprot: A2A443, Affymetrix: 1449850_at, GeneID: SCUBE1
Uniprot: A2A442, Affymetrix: 1449850_at, GeneID: SCUBE1
Uniprot: Q6NZL8, Affymetrix: 1449850_at, GeneID: SCUBE1
Uniprot: Q68EF9, Affymetrix: 1449850_at, GeneID: SCUBE1
Uniprot: Q8C9Q4, Affymetrix: 1449850_at, GeneID: SCUBE1
Uniprot: Q8QZZ7, Affymetrix: 1425682_a_at, GeneID: TPRKB
Uniprot: Q8R2M6, Affymetrix: 1425682_a_at, GeneID: TPRKB
Uniprot: Q8CHL1, Affymetrix: 1425682_a_at, GeneID: TPRKB
Uniprot: Q99NE6, Affymetrix: 1440152_x_at, GeneID: EDF1
Uniprot: A2AJA5, Affymetrix: 1440152_x_at, GeneID: EDF1
Uniprot: Q9JMG1, Affymetrix: 1440152_x_at, GeneID: EDF1
Uniprot: Q62346, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: P41971, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: Q7TMT9, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: Q8BWH1, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: Q7TNT9, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: P97747, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: Q91W17, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: A9L8S9, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: Q3UZH4, Affymetrix: 1448797_at, GeneID: ELK3
Uniprot: Q8BK13, Affymetrix: 1451219_at, GeneID: ORMDL1
Uniprot: Q921I0, Affymetrix: 1451219_at, GeneID: ORMDL1
Uniprot: A7MCU6, Affymetrix: 1425443_at, GeneID: TCFAP2D
Uniprot: Q91ZK0, Affymetrix: 1425443_at, GeneID: TCFAP2D
Uniprot: Q8VD71, Affymetrix: 1448599_s_at, GeneID: MIIP
Uniprot: Q3UZ92, Affymetrix: 1448599_s_at, GeneID: MIIP
Uniprot: A2A7Y5, Affymetrix: 1448599_s_at, GeneID: MIIP
Uniprot: C0KL25, Affymetrix: 1448599_s_at, GeneID: MIIP
Uniprot: Q8CFZ8, Affymetrix: 1448599_s_at, GeneID: MIIP
Uniprot: Q8VCM5, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: A2AM84, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: Q9DCV9, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: Q3TDK4, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: B5M498, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: Q8BHF2, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: A2AM82, Affymetrix: 1451401_a_at, GeneID: MUL1
Uniprot: Q3UX54, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q9D169, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q9CV94, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q499E1, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q9CSK7, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q8R0T4, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q3UFI5, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q9D6B2, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q8BFU9, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q5DTN2, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q9CZZ5, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q924W5, Affymetrix: 1448828_at, GeneID: SMC6
Uniprot: Q8C7F6, Affymetrix: 1446806_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1446806_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1446806_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1446806_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1446806_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1446806_at, GeneID: GPR137B
Uniprot: Q9D5B9, Affymetrix: 1430406_at, GeneID: DENND1B
Uniprot: B2RUR7, Affymetrix: 1430406_at, GeneID: DENND1B
Uniprot: Q8CG96, Affymetrix: 1430406_at, GeneID: DENND1B
Uniprot: Q3U1T9, Affymetrix: 1430406_at, GeneID: DENND1B
Uniprot: Q80Y69, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q3V075, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q6GQV5, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q8C6Q3, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q80XI3, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: A2AMI3, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q8CIH0, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: A2AMI2, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q8BQF3, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: A2AMI7, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q6DI78, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q8BJ68, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: Q8BQR8, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: A2AMI6, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: A2AMI4, Affymetrix: 1440571_at, GeneID: EIF4G3
Uniprot: B2RUA8, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q6VSV2, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q7TPR8, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q5U463, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q9ERH0, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q8C9Q6, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q9EPY2, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q6S5J6, Affymetrix: 1428730_at, GeneID: KRIT1
Uniprot: Q8QZZ7, Affymetrix: 1424992_at, GeneID: TPRKB
Uniprot: Q8R2M6, Affymetrix: 1424992_at, GeneID: TPRKB
Uniprot: Q8CHL1, Affymetrix: 1424992_at, GeneID: TPRKB
Uniprot: O70311, Affymetrix: 1457107_at, GeneID: NMT2
Uniprot: A2AJH3, Affymetrix: 1457107_at, GeneID: NMT2
Uniprot: Q8CFK1, Affymetrix: 1457107_at, GeneID: NMT2
Uniprot: Q3THR4, Affymetrix: 1457107_at, GeneID: NMT2
Uniprot: Q8C032, Affymetrix: 1426721_s_at, GeneID: TIPARP
Uniprot: Q3UD50, Affymetrix: 1426721_s_at, GeneID: TIPARP
Uniprot: Q8C1B2, Affymetrix: 1426721_s_at, GeneID: TIPARP
Uniprot: Q3UYK4, Affymetrix: 1436564_at, GeneID: RIMS4
Uniprot: A4FUQ0, Affymetrix: 1436564_at, GeneID: RIMS4
Uniprot: A2A5N0, Affymetrix: 1436564_at, GeneID: RIMS4
Uniprot: P60191, Affymetrix: 1436564_at, GeneID: RIMS4
Uniprot: Q9WVG7, Affymetrix: 1449350_at, GeneID: OSR1
Uniprot: Q8VEI6, Affymetrix: 1418292_at, GeneID: ASNA1
Uniprot: O54984, Affymetrix: 1418292_at, GeneID: ASNA1
Uniprot: Q3TAQ4, Affymetrix: 1418292_at, GeneID: ASNA1
Uniprot: Q8C1Q1, Affymetrix: 1418292_at, GeneID: ASNA1
Uniprot: Q3UR72, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: Q5DTI1, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: Q8C4J2, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: Q60912, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: P10076, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: O88246, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: Q8CE00, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: O88247, Affymetrix: 1427120_at, GeneID: ZFP26
Uniprot: Q8K1S6, Affymetrix: 1425118_at, GeneID: SPIRE2
Uniprot: Q8R0R2, Affymetrix: 1425118_at, GeneID: SPIRE2
Uniprot: Q9CQR7, Affymetrix: 1415679_at, GeneID: PSENEN
Uniprot: Q3U8D2, Affymetrix: 1436113_a_at, GeneID: ST13
Uniprot: Q4FJT4, Affymetrix: 1436113_a_at, GeneID: ST13
Uniprot: Q3U9V1, Affymetrix: 1436113_a_at, GeneID: ST13
Uniprot: Q3U3N7, Affymetrix: 1436113_a_at, GeneID: ST13
Uniprot: Q3TGW8, Affymetrix: 1436113_a_at, GeneID: ST13
Uniprot: Q99L47, Affymetrix: 1436113_a_at, GeneID: ST13
Uniprot: Q9JJX4, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q9JJX5, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q9JJX6, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q9JJX3, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q9Z256, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q9Z257, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q3UCX4, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q3TR36, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: Q9WUN9, Affymetrix: 1446429_at, GeneID: P2RX4
Uniprot: A2AUM2, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: A2AUM3, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q9ESB8, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: A2AUM0, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: A2AUM1, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q9ESB6, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q9ESB7, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: A2AUM4, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q6GQT4, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q9CT30, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q8C5S0, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q8CIF5, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q6ZPT5, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q9CUV9, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q9QZ05, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: A2AUL9, Affymetrix: 1421389_a_at, GeneID: EIF2AK4
Uniprot: Q3U882, Affymetrix: 1426849_at, GeneID: SEC24B
Uniprot: Q3UDH4, Affymetrix: 1426849_at, GeneID: SEC24B
Uniprot: Q6PFZ1, Affymetrix: 1426849_at, GeneID: SEC24B
Uniprot: O70125, Affymetrix: 1426849_at, GeneID: SEC24B
Uniprot: Q80ZX0, Affymetrix: 1426849_at, GeneID: SEC24B
Uniprot: Q692V2, Affymetrix: 1427057_at, GeneID: NT5DC3
Uniprot: Q3UHB1, Affymetrix: 1427057_at, GeneID: NT5DC3
Uniprot: Q8BUP4, Affymetrix: 1427057_at, GeneID: NT5DC3
Uniprot: Q3T9W5, Affymetrix: 1427057_at, GeneID: NT5DC3
Uniprot: Q9R1L3, Affymetrix: 1448716_at, GeneID: HBA-X
Uniprot: Q61654, Affymetrix: 1448716_at, GeneID: HBA-X
Uniprot: P06467, Affymetrix: 1448716_at, GeneID: HBA-X
Uniprot: Q78PA4, Affymetrix: 1448716_at, GeneID: HBA-X
Uniprot: Q31214, Affymetrix: 1425137_a_at, GeneID: H2-Q10
Uniprot: P01898, Affymetrix: 1425137_a_at, GeneID: H2-Q10
Uniprot: Q95HC3, Affymetrix: 1425137_a_at, GeneID: H2-Q10
Uniprot: Q8HWL1, Affymetrix: 1425137_a_at, GeneID: H2-Q10
Uniprot: O19475, Affymetrix: 1425137_a_at, GeneID: H2-Q10
Uniprot: O19454, Affymetrix: 1425137_a_at, GeneID: H2-Q10
Uniprot: Q8BXL2, Affymetrix: 1453138_at, GeneID: RPUSD2
Uniprot: Q8BY63, Affymetrix: 1453138_at, GeneID: RPUSD2
Uniprot: Q149F1, Affymetrix: 1453138_at, GeneID: RPUSD2
Uniprot: Q02384, Affymetrix: 1452281_at, GeneID: SOS2
Uniprot: Q9QYS6, Affymetrix: 1452281_at, GeneID: SOS2
Uniprot: Q6PEN9, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q4FCS0, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q8C994, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q4FCR9, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: A2AUU0, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q99KI7, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q8CA70, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: A2AUU3, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q2XV36, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q2XV35, Affymetrix: 1445839_at, GeneID: METTL8
Uniprot: Q3UXL9, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q5XKQ9, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q6P6A2, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q497T2, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q8CAS3, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q9WUZ4, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q62447, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q05C55, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q0P542, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q3U6Q7, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q61840, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q05BN1, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q5PPR1, Affymetrix: 1454336_at, GeneID: CCNC
Uniprot: Q0VEC4, Affymetrix: 1422278_at, GeneID: DRD3
Uniprot: P30728, Affymetrix: 1422278_at, GeneID: DRD3
Uniprot: Q8BX62, Affymetrix: 1459910_at, GeneID: TNKS
Uniprot: Q6PFX9, Affymetrix: 1459910_at, GeneID: TNKS
Uniprot: Q8BND2, Affymetrix: 1459910_at, GeneID: TNKS
Uniprot: Q8CER7, Affymetrix: 1459910_at, GeneID: TNKS
Uniprot: Q3ULL8, Affymetrix: 1439217_at, GeneID: NLRP9C
Uniprot: Q6UTW8, Affymetrix: 1439217_at, GeneID: NLRP9C
Uniprot: Q66X01, Affymetrix: 1439217_at, GeneID: NLRP9C
Uniprot: Q53WV4, Affymetrix: 1421470_at, GeneID: GRPR
Uniprot: P21729, Affymetrix: 1421470_at, GeneID: GRPR
Uniprot: Q7TPN1, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: Q8BRN9, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: Q3UJ60, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: Q69Z95, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: A2A8R5, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: A2A8R6, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: B2RQ40, Affymetrix: 1457749_at, GeneID: CC2D1B
Uniprot: Q62346, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: P41971, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: Q7TMT9, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: Q8BWH1, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: Q7TNT9, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: P97747, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: Q91W17, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: A9L8S9, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: Q3UZH4, Affymetrix: 1417662_at, GeneID: ELK3
Uniprot: Q3UNF2, Affymetrix: 1445350_at, GeneID: PPP4C
Uniprot: P97470, Affymetrix: 1445350_at, GeneID: PPP4C
Uniprot: P33172, Affymetrix: 1445350_at, GeneID: PPP4C
Uniprot: Q7TSZ2, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q7TPU8, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q60520, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q3UVS7, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q570Z7, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q62139, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q62140, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q60820, Affymetrix: 1419900_at, GeneID: SIN3A
Uniprot: Q9D5U0, Affymetrix: 1460461_at, GeneID: LPCAT2B
Uniprot: B2RT16, Affymetrix: 1460461_at, GeneID: LPCAT2B
Uniprot: Q02614, Affymetrix: 1418978_at, GeneID: SAP30BP
Uniprot: Q8VDJ5, Affymetrix: 1418978_at, GeneID: SAP30BP
Uniprot: Q9CUA9, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q8BYY6, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q8BXR2, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q9CXU7, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q6P8I1, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q9CTV2, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q5RL51, Affymetrix: 1429395_at, GeneID: GSTCD
Uniprot: Q8R156, Affymetrix: 1426706_s_at, GeneID: XYLB
Uniprot: Q66JV3, Affymetrix: 1426706_s_at, GeneID: XYLB
Uniprot: Q3TMS3, Affymetrix: 1426706_s_at, GeneID: XYLB
Uniprot: Q8R0U8, Affymetrix: 1426706_s_at, GeneID: XYLB
Uniprot: Q3TNA1, Affymetrix: 1426706_s_at, GeneID: XYLB
Uniprot: B2RR66, Affymetrix: 1426706_s_at, GeneID: XYLB
Uniprot: Q8BX62, Affymetrix: 1432629_at, GeneID: TNKS
Uniprot: Q6PFX9, Affymetrix: 1432629_at, GeneID: TNKS
Uniprot: Q8BND2, Affymetrix: 1432629_at, GeneID: TNKS
Uniprot: Q8CER7, Affymetrix: 1432629_at, GeneID: TNKS
Uniprot: Q3V081, Affymetrix: 1437609_at, GeneID: UBE2U
Uniprot: Q3TTJ5, Affymetrix: 1426291_at, GeneID: DIMT1
Uniprot: Q9D0D4, Affymetrix: 1426291_at, GeneID: DIMT1
Uniprot: Q8BVH8, Affymetrix: 1426291_at, GeneID: DIMT1
Uniprot: Q3UK38, Affymetrix: 1426291_at, GeneID: DIMT1
Uniprot: Q3UYK4, Affymetrix: 1456926_at, GeneID: RIMS4
Uniprot: A4FUQ0, Affymetrix: 1456926_at, GeneID: RIMS4
Uniprot: A2A5N0, Affymetrix: 1456926_at, GeneID: RIMS4
Uniprot: P60191, Affymetrix: 1456926_at, GeneID: RIMS4
Uniprot: Q69ZP6, Affymetrix: 1417223_at, GeneID: CD2BP2
Uniprot: Q3TJX5, Affymetrix: 1417223_at, GeneID: CD2BP2
Uniprot: Q9CWK3, Affymetrix: 1417223_at, GeneID: CD2BP2
Uniprot: Q3U4A3, Affymetrix: 1417223_at, GeneID: CD2BP2
Uniprot: Q5K2P8, Affymetrix: 1429164_at, GeneID: PRSS36
Uniprot: Q99L64, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: P47740, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q99PH4, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q99PH3, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q8BQ93, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q8C5J1, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q8C3C9, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q3U7B5, Affymetrix: 1459686_at, GeneID: ALDH3A2
Uniprot: Q80ZT1, Affymetrix: 1422722_at, GeneID: 1700001K19RIK
Uniprot: Q5SUQ0, Affymetrix: 1440911_at, GeneID: COL23A1
Uniprot: Q8K4G2, Affymetrix: 1440911_at, GeneID: COL23A1
Uniprot: Q99LV9, Affymetrix: 1426234_s_at, GeneID: AP1AR
Uniprot: O35464, Affymetrix: 1425903_at, GeneID: SEMA6A
Uniprot: Q6P5A8, Affymetrix: 1425903_at, GeneID: SEMA6A
Uniprot: Q8BUT0, Affymetrix: 1425903_at, GeneID: SEMA6A
Uniprot: Q6PCN9, Affymetrix: 1425903_at, GeneID: SEMA6A
Uniprot: Q9EQ71, Affymetrix: 1425903_at, GeneID: SEMA6A
Uniprot: Q8BXZ7, Affymetrix: 1425903_at, GeneID: SEMA6A
Uniprot: Q80Y69, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q3V075, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q6GQV5, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q8C6Q3, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q80XI3, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: A2AMI3, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q8CIH0, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: A2AMI2, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q8BQF3, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: A2AMI7, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q6DI78, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q8BJ68, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q8BQR8, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: A2AMI6, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: A2AMI4, Affymetrix: 1430578_at, GeneID: EIF4G3
Uniprot: Q8C7F6, Affymetrix: 1450882_s_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1450882_s_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1450882_s_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1450882_s_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1450882_s_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1450882_s_at, GeneID: GPR137B
Uniprot: Q9JJX4, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q9JJX5, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q9JJX6, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q9JJX3, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q9Z256, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q9Z257, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q3UCX4, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q3TR36, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q9WUN9, Affymetrix: 1425525_a_at, GeneID: P2RX4
Uniprot: Q569X0, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: P23804, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: Q61040, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: Q2L9A9, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: Q91XK7, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: Q64330, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: Q3TVL4, Affymetrix: 1457929_at, GeneID: MDM2
Uniprot: Q569X0, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: P23804, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: Q61040, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: Q2L9A9, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: Q91XK7, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: Q64330, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: Q3TVL4, Affymetrix: 1423605_a_at, GeneID: MDM2
Uniprot: Q6PB55, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q3UDY6, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q9CUN0, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q80U79, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: A0PJ77, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q3TML9, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q8K250, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: A2AGT6, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: A2AGT5, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: B2RRC4, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q0VGR0, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q4VAE7, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q4V782, Affymetrix: 1430647_at, GeneID: CKAP5
Uniprot: Q5ND22, Affymetrix: 1424219_at, GeneID: MRM1
Uniprot: Q8C218, Affymetrix: 1424219_at, GeneID: MRM1
Uniprot: Q99J25, Affymetrix: 1424219_at, GeneID: MRM1
Uniprot: Q3TPX8, Affymetrix: 1424219_at, GeneID: MRM1
Uniprot: Q3U0Z5, Affymetrix: 1424219_at, GeneID: MRM1
Uniprot: Q9QZ25, Affymetrix: 1420723_at, GeneID: VNN3
Uniprot: Q2T9H5, Affymetrix: 1420723_at, GeneID: VNN3
Uniprot: Q5SUQ0, Affymetrix: 1429210_at, GeneID: COL23A1
Uniprot: Q8K4G2, Affymetrix: 1429210_at, GeneID: COL23A1
Uniprot: Q6PEN9, Affymetrix: 1451141_at, GeneID: METTL8
Uniprot: Q4FCS0, Affymetrix: 1451141_at, GeneID: METTL8
Uniprot: Q8C994, Affymetrix: 1451141_at, GeneID: METTL8
Uniprot: Q4FCR9, Affymetrix: 1451141_at, GeneID: METTL8
Uniprot: A2AUU0, Affymetrix: 1451141_at, GeneID: METTL8
Uniprot: Q99KI7, Affymetrix: 1451141_at, GeneID: METTL8
Uniprot: Q8CA70, Affymetrix: 1451141_at, GeneID: METTL8
