From	To	Species	Gene Name
TSN	Q5R671	Pongo abelii	translin
TSN	Q5R7P2	Pongo abelii	translin
TSN	P79769	Gallus gallus	translin
PDE6H	Q14BP9	Mus musculus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q9EP63	Mus musculus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q8R4Y2	Mus musculus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q9ESC9	Mus musculus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q9D1Y6	Mus musculus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	P61249	Mus musculus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q6PBP4	Danio rerio	similar to Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit gamma (GMP-PDE gamma); zgc:73310
PDE6H	P22571	Bos taurus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q802E3	Gallus gallus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q52LY7	Homo sapiens	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q13956	Homo sapiens	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	P61250	Rattus norvegicus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q9EP63	Rattus norvegicus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	Q9D1Y6	Rattus norvegicus	phosphodiesterase 6H, cGMP-specific, cone, gamma
PDE6H	A4II06	Xenopus (Silurana) tropicalis	phosphodiesterase 6H, cGMP-specific, cone, gamma
NMT2	Q94L32	Arabidopsis thaliana	Putative glycylpeptide N-tetradecanoyltransferase 2
NMT2	O80586	Arabidopsis thaliana	Putative glycylpeptide N-tetradecanoyltransferase 2
NMT2	A7YT82	Danio rerio	N-myristoyltransferase 2
NMT2	Q7ZYT2	Xenopus laevis	N-myristoyltransferase 1
NMT2	Q700Q7	Rattus norvegicus	N-myristoyltransferase 2
NMT2	Q9BS83	Homo sapiens	N-myristoyltransferase 2
NMT2	Q53Y38	Homo sapiens	N-myristoyltransferase 2
NMT2	Q5VUC8	Homo sapiens	N-myristoyltransferase 2
NMT2	Q9BRB4	Homo sapiens	N-myristoyltransferase 2
NMT2	O60551	Homo sapiens	N-myristoyltransferase 2
NMT2	B0YJ49	Homo sapiens	N-myristoyltransferase 2
NMT2	P40998	Schizosaccharomyces pombe	Thiazole biosynthetic enzyme, mitochondrial
NMT2	O74785	Schizosaccharomyces pombe	Thiazole biosynthetic enzyme, mitochondrial
NMT2	O70311	Mus musculus	N-myristoyltransferase 2
NMT2	A2AJH3	Mus musculus	N-myristoyltransferase 2
NMT2	Q8CFK1	Mus musculus	N-myristoyltransferase 2
NMT2	Q3THR4	Mus musculus	N-myristoyltransferase 2
NMT2	Q2KIZ5	Bos taurus	N-myristoyltransferase 2
NMT2	Q9GL39	Bos taurus	N-myristoyltransferase 2
NMT2	Q9N181	Bos taurus	N-myristoyltransferase 2
P2RX4	Q9PU37	Gallus gallus	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q9YI70	Gallus gallus	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	P51577	Rattus norvegicus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9JJX4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9JJX5	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9JJX6	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9JJX3	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9Z256	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9Z257	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q3UCX4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q3TR36	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	Q9WUN9	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
P2RX4	B5X260	Salmo salar	P2X purinoceptor 4
P2RX4	Q9DDP0	Xenopus laevis	ATP-gated ion channel subunit P2X4
P2RX4	Q5E9U1	Bos taurus	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q9UBG9	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q5U090	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	O00450	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q0GM93	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q5U089	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q99571	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	Q8N4N1	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
P2RX4	O14722	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 4
KCTD10	Q6P7X5	Danio rerio	potassium channel tetramerisation domain containing 10
KCTD10	A6QLV6	Bos taurus	potassium channel tetramerisation domain containing 10
KCTD10	Q7TPL3	Rattus norvegicus	potassium channel tetramerization domain containing 10
KCTD10	Q9H3F6	Homo sapiens	potassium channel tetramerisation domain containing 10
KCTD10	Q59FV1	Homo sapiens	potassium channel tetramerisation domain containing 10
KCTD10	Q6PL47	Homo sapiens	potassium channel tetramerisation domain containing 10
KCTD10	Q96SU0	Homo sapiens	potassium channel tetramerisation domain containing 10
KCTD10	Q53HN2	Homo sapiens	potassium channel tetramerisation domain containing 10
KCTD10	Q6AZJ4	Xenopus laevis	potassium channel tetramerisation domain containing 10
KCTD10	Q28HW7	Xenopus (Silurana) tropicalis	potassium channel tetramerisation domain containing 10
KCTD10	Q922M3	Mus musculus	potassium channel tetramerisation domain containing 10
LYVE1	A5D7P9	Bos taurus	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q6UC88	Bos taurus	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q99NE4	Mus musculus	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q3TUC1	Mus musculus	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q8BHC0	Mus musculus	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	B2R672	Homo sapiens	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q9Y5Y7	Homo sapiens	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q8TC18	Homo sapiens	lymphatic vessel endothelial hyaluronan receptor 1
LYVE1	Q9UNF4	Homo sapiens	lymphatic vessel endothelial hyaluronan receptor 1
THSD1	Q5R7R7	Pongo abelii	thrombospondin, type I, domain containing 1
THSD1	Q5BIR3	Bos taurus	thrombospondin, type I, domain containing 1
THSD1	B1WC79	Rattus norvegicus	thrombospondin, type I, domain containing 1
THSD1	B2RCF5	Homo sapiens	thrombospondin, type I, domain containing 1
THSD1	Q6UXZ2	Homo sapiens	thrombospondin, type I, domain containing 1
THSD1	Q6P3U1	Homo sapiens	thrombospondin, type I, domain containing 1
THSD1	B3KTY7	Homo sapiens	thrombospondin, type I, domain containing 1
THSD1	Q9NS62	Homo sapiens	thrombospondin, type I, domain containing 1
THSD1	A2A3J3	Homo sapiens	thrombospondin, type I, domain containing 1
THSD1	Q9JM61	Mus musculus	thrombospondin, type I, domain 1
THSD1	Q05C26	Mus musculus	thrombospondin, type I, domain 1
THSD1	Q9CUS1	Mus musculus	thrombospondin, type I, domain 1
THSD1	Q8C7Q9	Mus musculus	thrombospondin, type I, domain 1
SYT16	B7ZL60	Homo sapiens	synaptotagmin XVI
SYT16	Q7Z441	Homo sapiens	synaptotagmin XVI
SYT16	Q17RD7	Homo sapiens	synaptotagmin XVI
SYT16	Q8IUU0	Homo sapiens	synaptotagmin XVI
SYT16	Q9BQR8	Homo sapiens	synaptotagmin XVI
SYT16	Q707N2	Homo sapiens	synaptotagmin XVI
SYT16	Q3UVM4	Mus musculus	synaptotagmin XVI
SYT16	Q7TN83	Mus musculus	synaptotagmin XVI
SYT16	Q8BJ41	Mus musculus	synaptotagmin XVI
SYT16	Q6PGM6	Mus musculus	synaptotagmin XVI
ASNA1	Q38YS9	Lactobacillus sakei	LSA0347
ASNA1	Q7ZWC8	Danio rerio	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	B8A663	Danio rerio	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q6IQE5	Danio rerio	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q0IIZ2	Xenopus (Silurana) tropicalis	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	B3W9Y2	Lactobacillus casei	LCABL_24350
ASNA1	A5PJI5	Bos taurus	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	A8K740	Homo sapiens	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	A6NHP8	Homo sapiens	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	O43681	Homo sapiens	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q92849	Homo sapiens	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q53FC6	Homo sapiens	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q8VEI6	Mus musculus	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	O54984	Mus musculus	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q3TAQ4	Mus musculus	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q8C1Q1	Mus musculus	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q4G022	Rattus norvegicus	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ASNA1	Q6GNQ1	Xenopus laevis	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
PIP4K2B	Q8TBP2	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	Q5U0E8	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	P78356	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	Q66J58	Xenopus laevis	phosphatidylinositol-4-phosphate 5-kinase type II beta
PIP4K2B	B3DL88	Xenopus (Silurana) tropicalis	hypothetical protein LOC100170468
PIP4K2B	O88377	Rattus norvegicus	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	Q8VHB2	Mus musculus	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	Q80XI4	Mus musculus	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	Q3UJ95	Mus musculus	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
PIP4K2B	Q91XU2	Mus musculus	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
SEC24B	O95487	Homo sapiens	SEC24 family, member B (S. cerevisiae)
SEC24B	B7ZKN4	Homo sapiens	SEC24 family, member B (S. cerevisiae)
SEC24B	Q0VG08	Homo sapiens	SEC24 family, member B (S. cerevisiae)
SEC24B	A8HM51	Chlamydomonas reinhardtii	CHLREDRAFT_195443
SEC24B	Q5ZM67	Gallus gallus	similar to similar to Expressed sequence AI605202; SEC24 family, member B (S. cerevisiae)
SEC24B	Q3U882	Mus musculus	similar to SEC24 related gene family, member B (S. cerevisiae); Sec24 related gene family, member B (S. cerevisiae)
SEC24B	Q3UDH4	Mus musculus	similar to SEC24 related gene family, member B (S. cerevisiae); Sec24 related gene family, member B (S. cerevisiae)
SEC24B	Q6PFZ1	Mus musculus	similar to SEC24 related gene family, member B (S. cerevisiae); Sec24 related gene family, member B (S. cerevisiae)
SEC24B	O70125	Mus musculus	similar to SEC24 related gene family, member B (S. cerevisiae); Sec24 related gene family, member B (S. cerevisiae)
SEC24B	Q80ZX0	Mus musculus	similar to SEC24 related gene family, member B (S. cerevisiae); Sec24 related gene family, member B (S. cerevisiae)
CD8A	P31783	Bos taurus	CD8a molecule
CD8A	Q6R2U9	Sus scrofa	CD8a molecule
CD8A	P33706	Canis lupus	CD8a molecule
CD8A	P41688	Felis catus	CD8a molecule
CD8A	Q8K2M2	Mus musculus	CD8 antigen, alpha chain
CD8A	P01731	Mus musculus	CD8 antigen, alpha chain
CD8A	Q8C2Q0	Mus musculus	CD8 antigen, alpha chain
CD8A	Q542K6	Mus musculus	CD8 antigen, alpha chain
CD8A	Q8CAX3	Mus musculus	CD8 antigen, alpha chain
CD8A	Q8C2L1	Mus musculus	CD8 antigen, alpha chain
CD8A	Q60965	Mus musculus	CD8 antigen, alpha chain
CD8A	Q61816	Mus musculus	CD8 antigen, alpha chain
CD8A	Q3UUV7	Mus musculus	CD8 antigen, alpha chain
CD8A	P01732	Homo sapiens	CD8a molecule
CD8A	Q13970	Homo sapiens	CD8a molecule
CD8A	Q96QR6	Homo sapiens	CD8a molecule
CD8A	Q8TAW8	Homo sapiens	CD8a molecule
CD8A	Q4ZG17	Homo sapiens	CD8a molecule
CD8A	Q6ZVS2	Homo sapiens	CD8a molecule
CD8A	Q5H7M0	Danio rerio	CD8 antigen, alpha polypeptide
CD8A	Q24JW8	Danio rerio	CD8 antigen, alpha polypeptide
CD8A	P07725	Rattus norvegicus	CD8a molecule
CD8A	Q90770	Gallus gallus	CD8a molecule
CD8A	Q6QR64	Gallus gallus	CD8a molecule
CD8A	Q6QR65	Gallus gallus	CD8a molecule
CD8A	Q6R133	Gallus gallus	CD8a molecule
CD8A	Q6QR62	Gallus gallus	CD8a molecule
CD8A	Q6QR63	Gallus gallus	CD8a molecule
CD8A	Q3HR39	Gallus gallus	CD8a molecule
CD8A	Q0R4I4	Gallus gallus	CD8a molecule
CD8A	P79985	Gallus gallus	CD8a molecule
CD8A	P79986	Gallus gallus	CD8a molecule
PRKAG1	Q3YI09	Gallus gallus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q3YI10	Gallus gallus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q6PCS7	Danio rerio	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q6PA60	Xenopus laevis	hypothetical protein MGC68503
PRKAG1	Q925V0	Mus musculus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q2VPC9	Mus musculus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q5PRE8	Mus musculus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q3TWR3	Mus musculus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	O54950	Mus musculus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	B2GU31	Xenopus (Silurana) tropicalis	hypothetical protein LOC100158499
PRKAG1	P54619	Homo sapiens	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q8N7V9	Homo sapiens	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q4QQW6	Rattus norvegicus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	P80385	Rattus norvegicus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q09138	Sus scrofa	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	D0G7E2	Sus scrofa	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q6X275	Sus scrofa	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	Q29RZ6	Bos taurus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
PRKAG1	P58108	Bos taurus	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
ESD	A1KUD3	Neisseria meningitidis	NMCC_1218; NMC1242
ESD	A9LZN3	Neisseria meningitidis	NMCC_1218; NMC1242
ESD	Q6MPF6	Bdellovibrio bacteriovorus	Bd0899
ESD	Q5TBU8	Homo sapiens	esterase D/formylglutathione hydrolase
ESD	Q5TBV0	Homo sapiens	esterase D/formylglutathione hydrolase
ESD	Q9BVJ2	Homo sapiens	esterase D/formylglutathione hydrolase
ESD	Q5TBV2	Homo sapiens	esterase D/formylglutathione hydrolase
ESD	P10768	Homo sapiens	esterase D/formylglutathione hydrolase
ESD	Q66KU0	Xenopus laevis	MGC85439 protein
ESD	Q08E20	Bos taurus	esterase D/formylglutathione hydrolase
ESD	Q567K2	Danio rerio	esterase D/formylglutathione hydrolase
ESD	Q5M8U4	Xenopus (Silurana) tropicalis	hypothetical LOC496692
ESD	Q80ZX4	Mus musculus	similar to esterase D/formylglutathione hydrolase; esterase D/formylglutathione hydrolase; predicted gene 5456; predicted gene 2904
ESD	Q9R0P3	Mus musculus	similar to esterase D/formylglutathione hydrolase; esterase D/formylglutathione hydrolase; predicted gene 5456; predicted gene 2904
ESD	Q9CWI4	Mus musculus	similar to esterase D/formylglutathione hydrolase; esterase D/formylglutathione hydrolase; predicted gene 5456; predicted gene 2904
ESD	Q1M3U0	Rhizobium leguminosarum	pRL120525
ESD	B0BNE5	Rattus norvegicus	esterase D/formylglutathione hydrolase
ESD	Q9GJT2	Sus scrofa	esterase D
ESD	Q9GM98	Sus scrofa	esterase D
DMRTA2	Q5TFQ3	Homo sapiens	DMRT-like family A2
DMRTA2	Q96SC8	Homo sapiens	DMRT-like family A2
DMRTA2	A4QNP7	Xenopus (Silurana) tropicalis	DMRT-like family A2
DMRTA2	Q2MJB4	Xenopus laevis	doublesex and mab-3 related transcription factor 5
DMRTA2	Q5UU75	Danio rerio	DMRT-like family A2 - a; doublesex and mab-3 related transcription factor like family A2
DMRTA2	Q9DFI2	Danio rerio	DMRT-like family A2 - a; doublesex and mab-3 related transcription factor like family A2
DMRTA2	Q9DFI1	Danio rerio	DMRT-like family A2 - a; doublesex and mab-3 related transcription factor like family A2
DMRTA2	A6QQ94	Bos taurus	DMRT-like family A2
DMRTA2	A2A9A2	Mus musculus	doublesex and mab-3 related transcription factor like family A2
DMRTA2	Q8CFF8	Mus musculus	doublesex and mab-3 related transcription factor like family A2
PRRX2	Q9CY80	Mus musculus	paired related homeobox 2
PRRX2	Q61651	Mus musculus	paired related homeobox 2
PRRX2	Q06348	Mus musculus	paired related homeobox 2
PRRX2	A2APZ7	Mus musculus	paired related homeobox 2
PRRX2	Q90963	Gallus gallus	paired related homeobox 2
PRRX2	Q5SZB5	Homo sapiens	paired related homeobox 2
PRRX2	Q9UIB3	Homo sapiens	paired related homeobox 2
PRRX2	Q99811	Homo sapiens	paired related homeobox 2
DCAF12	Q6P809	Xenopus (Silurana) tropicalis	WD repeat domain 40B
DCAF12	Q63ZP7	Xenopus laevis	hypothetical LOC494761
DCAF12	Q96PZ5	Homo sapiens	WD repeat domain 40A
DCAF12	Q5T6F1	Homo sapiens	WD repeat domain 40A
DCAF12	Q5T6F0	Homo sapiens	WD repeat domain 40A
DCAF12	Q5T6E9	Homo sapiens	WD repeat domain 40A
DCAF12	Q7L4F8	Homo sapiens	WD repeat domain 40A
DCAF12	A8KA70	Homo sapiens	WD repeat domain 40A
DCAF12	Q6P3V0	Homo sapiens	WD repeat domain 40A
DCAF12	Q9NXA9	Homo sapiens	WD repeat domain 40A
DCAF12	Q9UFJ1	Homo sapiens	WD repeat domain 40A
DCAF12	Q8BGZ3	Mus musculus	WD repeat domain 40A
DCAF12	Q69Z77	Mus musculus	WD repeat domain 40A
DCAF12	Q8BN60	Mus musculus	WD repeat domain 40A
DCAF12	Q9DB95	Mus musculus	WD repeat domain 40A
DCAF12	Q8C1Y4	Mus musculus	WD repeat domain 40A
DCAF12	A6QR04	Bos taurus	WD repeat domain 40A
DCAF12	Q3MHH0	Bos taurus	WD repeat domain 40A
ACOT8	Q17RX4	Homo sapiens	acyl-CoA thioesterase 8
ACOT8	O15261	Homo sapiens	acyl-CoA thioesterase 8
ACOT8	Q6FHI2	Homo sapiens	acyl-CoA thioesterase 8
ACOT8	O14734	Homo sapiens	acyl-CoA thioesterase 8
ACOT8	Q8VHM4	Mus musculus	acyl-CoA thioesterase 8
ACOT8	P58137	Mus musculus	acyl-CoA thioesterase 8
ACOT8	Q8BZR4	Mus musculus	acyl-CoA thioesterase 8
ACOT8	Q3U965	Mus musculus	acyl-CoA thioesterase 8
ACOT8	Q5XJP9	Danio rerio	acyl-CoA thioesterase 8
ACOT8	Q6AZ44	Rattus norvegicus	acyl-CoA thioesterase 8
ACOT8	Q8VHK0	Rattus norvegicus	acyl-CoA thioesterase 8
ACOT8	Q1RMM8	Bos taurus	acyl-CoA thioesterase 8
CCDC40	Q6PE47	Homo sapiens	coiled-coil domain containing 40
CCDC40	Q9HCD2	Homo sapiens	coiled-coil domain containing 40
CCDC40	Q4G0X9	Homo sapiens	coiled-coil domain containing 40
CCDC40	A8MTD2	Homo sapiens	coiled-coil domain containing 40
CCDC40	Q9NWL5	Homo sapiens	coiled-coil domain containing 40
CCDC40	Q56A40	Danio rerio	coiled-coil domain containing 40
CCDC40	Q8BI59	Mus musculus	coiled-coil domain containing 40
CCDC40	A2AFL0	Mus musculus	coiled-coil domain containing 40
CCDC40	Q8BI79	Mus musculus	coiled-coil domain containing 40
CCDC40	Q5U4C0	Mus musculus	coiled-coil domain containing 40
CCDC40	Q8BI54	Mus musculus	coiled-coil domain containing 40
GM9989	Q8BR53	Mus musculus	predicted gene 9989
OSR1	Q66JF8	Xenopus (Silurana) tropicalis	odd-skipped related 1
OSR1	Q8TAX0	Homo sapiens	odd-skipped related 1 (Drosophila)
OSR1	Q08DS3	Bos taurus	odd-skipped related 1
OSR1	Q5XJQ7	Danio rerio	odd-skipped related 1 (Drosophila)
OSR1	B0K011	Rattus norvegicus	odd-skipped related 1 (Drosophila)
OSR1	Q6DD36	Xenopus laevis	odd-skipped related 1
OSR1	Q9WVG7	Mus musculus	odd-skipped related 1 (Drosophila)
RSPRY1	Q66KG1	Xenopus laevis	MGC86306 protein
RSPRY1	Q6UX21	Homo sapiens	ring finger and SPRY domain containing 1
RSPRY1	Q8ND53	Homo sapiens	ring finger and SPRY domain containing 1
RSPRY1	Q96DX4	Homo sapiens	ring finger and SPRY domain containing 1
RSPRY1	Q28E18	Xenopus (Silurana) tropicalis	hypothetical protein LOC548695
RSPRY1	A4IFG8	Bos taurus	ring finger and SPRY domain containing 1
RSPRY1	A1L1K9	Rattus norvegicus	ring finger and SPRY domain containing 1
RSPRY1	Q3UKF9	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q8BMH0	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q8BVR6	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q3T9F1	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q3UYN5	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q3TM35	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q3T9K3	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q8C039	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q9CZ54	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q3U802	Mus musculus	ring finger and SPRY domain containing 1
RSPRY1	Q5R881	Pongo abelii	ring finger and SPRY domain containing 1
GALNTL4	Q0IIK7	Bos taurus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	A1A5P1	Rattus norvegicus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	Q59J91	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	Q8K1B9	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	Q6P9A2	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	O95903	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	Q8NDY9	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
GALNTL4	Q58A54	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
PCBP2	Q62042	Mus musculus	poly(rC) binding protein 2
PCBP2	B2M1R7	Mus musculus	poly(rC) binding protein 2
PCBP2	Q3TF69	Mus musculus	poly(rC) binding protein 2
PCBP2	Q3TT81	Mus musculus	poly(rC) binding protein 2
PCBP2	Q61383	Mus musculus	poly(rC) binding protein 2
PCBP2	Q3V486	Mus musculus	poly(rC) binding protein 2
PCBP2	Q61990	Mus musculus	poly(rC) binding protein 2
PCBP2	Q3SYT9	Bos taurus	poly(rC) binding protein 2
PCBP2	Q28DD7	Xenopus (Silurana) tropicalis	poly(rC) binding protein 3
PCBP2	A4VAK2	Danio rerio	poly(rC) binding protein 2
PCBP2	Q7ZVK5	Danio rerio	poly(rC) binding protein 2
PCBP2	B5X1E2	Salmo salar	PolyrC-binding protein 2
PCBP2	Q6AYU5	Rattus norvegicus	poly(rC) binding protein 2
PCBP2	Q6AYU2	Rattus norvegicus	poly(rC) binding protein 2
PCBP2	Q4V8F6	Rattus norvegicus	poly(rC) binding protein 2
PCBP2	Q59HD4	Homo sapiens	poly(rC) binding protein 2
PCBP2	Q6PKG5	Homo sapiens	poly(rC) binding protein 2
PCBP2	Q32Q82	Homo sapiens	poly(rC) binding protein 2
PCBP2	Q6IPF4	Homo sapiens	poly(rC) binding protein 2
PCBP2	Q68Y55	Homo sapiens	poly(rC) binding protein 2
PCBP2	Q15366	Homo sapiens	poly(rC) binding protein 2
PCBP2	A8K7X6	Homo sapiens	poly(rC) binding protein 2
PCBP2	Q9W702	Xenopus laevis	poly(rC) binding protein 2
HIST3H2A	A2AB79	Mus musculus	histone cluster 3, H2a
HIST3H2A	Q8BFU2	Mus musculus	histone cluster 3, H2a
HIST3H2A	A2AB81	Mus musculus	histone cluster 3, H2a
HIST3H2A	Q4FZT6	Rattus norvegicus	histone cluster 1, H2ai; similar to histone 2a; histone cluster 1, H2an; histone cluster 3, H2a; similar to histone 1, H2af
HIST3H2A	A4IFU5	Bos taurus	histone cluster 3, H2a
HIST3H2A	B2R4S4	Homo sapiens	histone cluster 3, H2a
HIST3H2A	Q7L7L0	Homo sapiens	histone cluster 3, H2a
4930579F01RIK	B2RWT4	Mus musculus	RIKEN cDNA 4930579F01 gene
4930579F01RIK	Q9CVX1	Mus musculus	RIKEN cDNA 4930579F01 gene
TTC23L	Q8N7R3	Homo sapiens	tetratricopeptide repeat domain 23-like
TTC23L	Q96LJ2	Homo sapiens	tetratricopeptide repeat domain 23-like
TTC23L	Q6RGS4	Homo sapiens	tetratricopeptide repeat domain 23-like
TTC23L	Q6PF05	Homo sapiens	tetratricopeptide repeat domain 23-like
TTC23L	A3KMM7	Mus musculus	tetratricopeptide repeat domain 23-like
TTC23L	A6H6E9	Mus musculus	tetratricopeptide repeat domain 23-like
TTC23L	Q9D5Q3	Mus musculus	tetratricopeptide repeat domain 23-like
METTL8	Q0VCH7	Bos taurus	methyltransferase like 8
METTL8	Q6PEN9	Mus musculus	methyltransferase like 8
METTL8	Q4FCS0	Mus musculus	methyltransferase like 8
METTL8	Q8C994	Mus musculus	methyltransferase like 8
METTL8	Q4FCR9	Mus musculus	methyltransferase like 8
METTL8	A2AUU0	Mus musculus	methyltransferase like 8
